INDICATOR,Indicator,LOCATION,Country,TIME,Time,Value,Flag Codes,Flags
20600,GERD - Total (in '000 local currency),LTU,Lithuania,2014,2014,376827,,
20600,GERD - Total (in '000 local currency),LTU,Lithuania,2015,2015,389670,,
20600,GERD - Total (in '000 local currency),LTU,Lithuania,2016,2016,327612,,
20600,GERD - Total (in '000 local currency),LTU,Lithuania,2017,2017,378906,,
20600,GERD - Total (in '000 local currency),LTU,Lithuania,2018,2018,426306,,
20600,GERD - Total (in '000 local currency),MKD,North Macedonia,2013,2013,2203000,,
20600,GERD - Total (in '000 local currency),MKD,North Macedonia,2014,2014,2725000,,
20600,GERD - Total (in '000 local currency),MKD,North Macedonia,2015,2015,2482400,,
20600,GERD - Total (in '000 local currency),MKD,North Macedonia,2016,2016,2592400,,
20600,GERD - Total (in '000 local currency),MKD,North Macedonia,2017,2017,2190500,,
20600,GERD - Total (in '000 local currency),MKD,North Macedonia,2018,2018,2403400,,
20600,GERD - Total (in '000 local currency),MDG,Madagascar,2014,2014,3995400,,
20600,GERD - Total (in '000 local currency),MDG,Madagascar,2016,2016,4757600,,
20600,GERD - Total (in '000 local currency),MDG,Madagascar,2017,2017,5233360,,
20600,GERD - Total (in '000 local currency),MYS,Malaysia,2014,2014,13971560,,
20600,GERD - Total (in '000 local currency),MYS,Malaysia,2015,2015,15058344.98,,
20600,GERD - Total (in '000 local currency),MYS,Malaysia,2016,2016,17685392.71,,
20600,GERD - Total (in '000 local currency),MYS,Malaysia,2018,2018,15060400,,
20600,GERD - Total (in '000 local currency),MLI,Mali,2015,2015,24375866.2,,
20600,GERD - Total (in '000 local currency),MLI,Mali,2017,2017,26051013.94,,
20600,GERD - Total (in '000 local currency),MLT,Malta,2013,2013,59055,,
20600,GERD - Total (in '000 local currency),MLT,Malta,2014,2014,60539,,
20600,GERD - Total (in '000 local currency),MLT,Malta,2015,2015,71491,,
20600,GERD - Total (in '000 local currency),MLT,Malta,2016,2016,58702,,
20600,GERD - Total (in '000 local currency),MLT,Malta,2017,2017,65928,,
20600,GERD - Total (in '000 local currency),MLT,Malta,2018,2018,70792,,
20600,GERD - Total (in '000 local currency),MUS,Mauritius,2017,2017,1675000,,
20600,GERD - Total (in '000 local currency),MUS,Mauritius,2018,2018,1669531.454,,
20600,GERD - Total (in '000 local currency),MDA,Republic of Moldova,2013,2013,356000,,
20600,GERD - Total (in '000 local currency),MDA,Republic of Moldova,2014,2014,415200,,
20600,GERD - Total (in '000 local currency),MDA,Republic of Moldova,2015,2015,451000,,
20600,GERD - Total (in '000 local currency),MDA,Republic of Moldova,2016,2016,445300,,
20600,GERD - Total (in '000 local currency),MDA,Republic of Moldova,2017,2017,453900,,
20600,GERD - Total (in '000 local currency),MDA,Republic of Moldova,2018,2018,484500,,
20600,GERD - Total (in '000 local currency),MNG,Mongolia,2013,2013,44571600,,
20600,GERD - Total (in '000 local currency),MNG,Mongolia,2014,2014,49655100,,
20600,GERD - Total (in '000 local currency),MNG,Mongolia,2015,2015,35808100,,
20600,GERD - Total (in '000 local currency),MNG,Mongolia,2016,2016,43903200,,
20600,GERD - Total (in '000 local currency),MNG,Mongolia,2017,2017,37590500,,
20600,GERD - Total (in '000 local currency),MNG,Mongolia,2018,2018,33107600,,
20600,GERD - Total (in '000 local currency),MOZ,Mozambique,2015,2015,1996960,,
20600,GERD - Total (in '000 local currency),MMR,Myanmar,2017,2017,28814807,,
20600,GERD - Total (in '000 local currency),NIC,Nicaragua,2013,2013,279230,,
20600,GERD - Total (in '000 local currency),NIC,Nicaragua,2014,2014,275569,,
20600,GERD - Total (in '000 local currency),NIC,Nicaragua,2015,2015,373495,,
20600,GERD - Total (in '000 local currency),PAK,Pakistan,2013,2013,65556875,,
20600,GERD - Total (in '000 local currency),PAK,Pakistan,2015,2015,67524600,,
20600,GERD - Total (in '000 local currency),PAK,Pakistan,2017,2017,75421826,,
20600,GERD - Total (in '000 local currency),PAN,Panama,2013,2013,28300,,
20600,GERD - Total (in '000 local currency),PAN,Panama,2014,2014,70150,,
20600,GERD - Total (in '000 local currency),PAN,Panama,2015,2015,65090,,
20600,GERD - Total (in '000 local currency),PAN,Panama,2016,2016,83930,,
20600,GERD - Total (in '000 local currency),PAN,Panama,2017,2017,91550,,
20600,GERD - Total (in '000 local currency),PRY,Paraguay,2013,2013,119154500,,
20600,GERD - Total (in '000 local currency),PRY,Paraguay,2014,2014,142361268.1,,
20600,GERD - Total (in '000 local currency),PRY,Paraguay,2015,2015,182333420,,
20600,GERD - Total (in '000 local currency),PRY,Paraguay,2016,2016,238948926.8,,
20600,GERD - Total (in '000 local currency),PRY,Paraguay,2017,2017,326219230,,
20600,GERD - Total (in '000 local currency),PRY,Paraguay,2018,2018,338575789,,
20600,GERD - Total (in '000 local currency),PER,Peru,2013,2013,444300,,
20600,GERD - Total (in '000 local currency),PER,Peru,2014,2014,615920,,
20600,GERD - Total (in '000 local currency),PER,Peru,2015,2015,707290,,
20600,GERD - Total (in '000 local currency),PER,Peru,2016,2016,777709,,
20600,GERD - Total (in '000 local currency),PER,Peru,2017,2017,831415.2,,
20600,GERD - Total (in '000 local currency),PER,Peru,2018,2018,927890,,
20600,GERD - Total (in '000 local currency),PHL,Philippines,2013,2013,15914710.4,,
20600,GERD - Total (in '000 local currency),PHL,Philippines,2015,2015,21868610.58,,
20600,GERD - Total (in '000 local currency),ROU,Romania,2013,2013,2464779,,
20600,GERD - Total (in '000 local currency),ROU,Romania,2014,2014,2555662,,
20600,GERD - Total (in '000 local currency),ROU,Romania,2015,2015,3476933,,
20600,GERD - Total (in '000 local currency),ROU,Romania,2016,2016,3675142,,
20600,GERD - Total (in '000 local currency),ROU,Romania,2017,2017,4317087,,
20600,GERD - Total (in '000 local currency),ROU,Romania,2018,2018,4769280,,
20600,GERD - Total (in '000 local currency),RUS,Russian Federation,2013,2013,749797600,,
20600,GERD - Total (in '000 local currency),RUS,Russian Federation,2014,2014,847527000,,
20600,GERD - Total (in '000 local currency),RUS,Russian Federation,2015,2015,914669100,,
20600,GERD - Total (in '000 local currency),RUS,Russian Federation,2016,2016,943815200,,
20600,GERD - Total (in '000 local currency),RUS,Russian Federation,2017,2017,1019152400,,
20600,GERD - Total (in '000 local currency),RUS,Russian Federation,2018,2018,1028247600,,
20600,GERD - Total (in '000 local currency),SAU,Saudi Arabia,2013,2013,22823969.27,,
20600,GERD - Total (in '000 local currency),SYC,Seychelles,2016,2016,42138.468,,
20600,GERD - Total (in '000 local currency),SGP,Singapore,2013,2013,7402400,,
20600,GERD - Total (in '000 local currency),SGP,Singapore,2014,2014,8316610,,
20600,GERD - Total (in '000 local currency),SGP,Singapore,2015,2015,9239470,,
20600,GERD - Total (in '000 local currency),SGP,Singapore,2016,2016,9140220,,
20600,GERD - Total (in '000 local currency),SGP,Singapore,2017,2017,9085860,,
20600,GERD - Total (in '000 local currency),SVN,Slovenia,2013,2013,935006,,
20600,GERD - Total (in '000 local currency),SVN,Slovenia,2014,2014,890232,,
20600,GERD - Total (in '000 local currency),SVN,Slovenia,2015,2015,853067,,
20600,GERD - Total (in '000 local currency),SVN,Slovenia,2016,2016,811953,,
20600,GERD - Total (in '000 local currency),SVN,Slovenia,2017,2017,802291,,
20600,GERD - Total (in '000 local currency),SVN,Slovenia,2018,2018,892399,,
20600,GERD - Total (in '000 local currency),ZAF,South Africa,2013,2013,25660573,,
20600,GERD - Total (in '000 local currency),ZAF,South Africa,2014,2014,29344977,,
20600,GERD - Total (in '000 local currency),ZAF,South Africa,2015,2015,32336679,,
20600,GERD - Total (in '000 local currency),ZAF,South Africa,2016,2016,35692973,,
20600,GERD - Total (in '000 local currency),ZAF,South Africa,2017,2017,38724590,,
20600,GERD - Total (in '000 local currency),LKA,Sri Lanka,2013,2013,9670000,,
20600,GERD - Total (in '000 local currency),LKA,Sri Lanka,2014,2014,10350070,,
20600,GERD - Total (in '000 local currency),LKA,Sri Lanka,2015,2015,11904000,,
20600,GERD - Total (in '000 local currency),LKA,Sri Lanka,2016,2016,15419300,,
20600,GERD - Total (in '000 local currency),LKA,Sri Lanka,2017,2017,17003340,,
20600,GERD - Total (in '000 local currency),TJK,Tajikistan,2013,2013,47699,,
20600,GERD - Total (in '000 local currency),TJK,Tajikistan,2014,2014,52300,,
20600,GERD - Total (in '000 local currency),TJK,Tajikistan,2015,2015,52709.4,,
20600,GERD - Total (in '000 local currency),TJK,Tajikistan,2016,2016,58200,,
20600,GERD - Total (in '000 local currency),TJK,Tajikistan,2017,2017,70600,,
20600,GERD - Total (in '000 local currency),TJK,Tajikistan,2018,2018,66800,,
20600,GERD - Total (in '000 local currency),TZA,United Republic of Tanzania,2013,2013,375512710.2,,
20600,GERD - Total (in '000 local currency),THA,Thailand,2013,2013,57038000,,
20600,GERD - Total (in '000 local currency),THA,Thailand,2014,2014,63489000,,
20600,GERD - Total (in '000 local currency),THA,Thailand,2015,2015,84672000,,
20600,GERD - Total (in '000 local currency),THA,Thailand,2016,2016,113555000,,
20600,GERD - Total (in '000 local currency),THA,Thailand,2017,2017,155143000,,
20600,GERD - Total (in '000 local currency),TTO,Trinidad and Tobago,2013,2013,99550,,
20600,GERD - Total (in '000 local currency),TTO,Trinidad and Tobago,2014,2014,144640,,
20600,GERD - Total (in '000 local currency),TTO,Trinidad and Tobago,2015,2015,137820,,
20600,GERD - Total (in '000 local currency),TTO,Trinidad and Tobago,2016,2016,136470,,
20600,GERD - Total (in '000 local currency),TTO,Trinidad and Tobago,2017,2017,138840,,
20600,GERD - Total (in '000 local currency),TTO,Trinidad and Tobago,2018,2018,135400,,
20600,GERD - Total (in '000 local currency),TUN,Tunisia,2013,2013,504000,,
20600,GERD - Total (in '000 local currency),TUN,Tunisia,2014,2014,529042,,
20600,GERD - Total (in '000 local currency),TUN,Tunisia,2015,2015,533000,+,National Estimation
20600,GERD - Total (in '000 local currency),TUN,Tunisia,2016,2016,542000,,
20600,GERD - Total (in '000 local currency),TUN,Tunisia,2018,2018,633000,,
20600,GERD - Total (in '000 local currency),UGA,Uganda,2014,2014,118070000,,
20600,GERD - Total (in '000 local currency),UKR,Ukraine,2013,2013,11161100,,
20600,GERD - Total (in '000 local currency),UKR,Ukraine,2014,2014,10320300,,
20600,GERD - Total (in '000 local currency),UKR,Ukraine,2015,2015,12224900,,
20600,GERD - Total (in '000 local currency),UKR,Ukraine,2016,2016,11530700,,
20600,GERD - Total (in '000 local currency),UKR,Ukraine,2017,2017,13379300,,
20600,GERD - Total (in '000 local currency),UKR,Ukraine,2018,2018,16773700,,
20600,GERD - Total (in '000 local currency),URY,Uruguay,2013,2013,3784004.263,,
20600,GERD - Total (in '000 local currency),URY,Uruguay,2014,2014,4467776.72,,
20600,GERD - Total (in '000 local currency),URY,Uruguay,2015,2015,5306006.428,,
20600,GERD - Total (in '000 local currency),URY,Uruguay,2016,2016,6491000,,
20600,GERD - Total (in '000 local currency),URY,Uruguay,2017,2017,8261138,,
20600,GERD - Total (in '000 local currency),URY,Uruguay,2018,2018,7666000,,
20600,GERD - Total (in '000 local currency),MAC,"China, Macao Special Administrative Region",2013,2013,210669.353,,
20600,GERD - Total (in '000 local currency),MAC,"China, Macao Special Administrative Region",2014,2014,384832.8067,,
20600,GERD - Total (in '000 local currency),MAC,"China, Macao Special Administrative Region",2015,2015,490950,,
20600,GERD - Total (in '000 local currency),MAC,"China, Macao Special Administrative Region",2016,2016,846516.582,,
20600,GERD - Total (in '000 local currency),MAC,"China, Macao Special Administrative Region",2017,2017,695937.548,,
20600,GERD - Total (in '000 local currency),MAC,"China, Macao Special Administrative Region",2018,2018,896092.176,,
20600,GERD - Total (in '000 local currency),SRB,Serbia,2013,2013,28175330,,
20600,GERD - Total (in '000 local currency),SRB,Serbia,2014,2014,30084387,,
20600,GERD - Total (in '000 local currency),SRB,Serbia,2015,2015,34990600,,
20600,GERD - Total (in '000 local currency),SRB,Serbia,2016,2016,37956300,,
20600,GERD - Total (in '000 local currency),SRB,Serbia,2017,2017,41531049,,
20600,GERD - Total (in '000 local currency),SRB,Serbia,2018,2018,46615667,,
20600,GERD - Total (in '000 local currency),MNE,Montenegro,2013,2013,12586,,
20600,GERD - Total (in '000 local currency),MNE,Montenegro,2014,2014,12559,,
20600,GERD - Total (in '000 local currency),MNE,Montenegro,2015,2015,13667.834,,
20600,GERD - Total (in '000 local currency),MNE,Montenegro,2016,2016,12833,,
20600,GERD - Total (in '000 local currency),MNE,Montenegro,2017,2017,15003,,
20600,GERD - Total (in '000 local currency),MNE,Montenegro,2018,2018,16981,,
EXPPPP_CUR,GERD in '000 current PPP$,AUS,Australia,2013,2013,23129685.59,,
EXPPPP_CUR,GERD in '000 current PPP$,AUS,Australia,2015,2015,21151512.23,,
EXPPPP_CUR,GERD in '000 current PPP$,AUS,Australia,2017,2017,22555231.73,,
EXPPPP_CUR,GERD in '000 current PPP$,AUT,Austria,2013,2013,12007916.38,,
EXPPPP_CUR,GERD in '000 current PPP$,AUT,Austria,2014,2014,12863318.21,,
EXPPPP_CUR,GERD in '000 current PPP$,AUT,Austria,2015,2015,13146956.11,,
EXPPPP_CUR,GERD in '000 current PPP$,AUT,Austria,2016,2016,14331295.61,,
EXPPPP_CUR,GERD in '000 current PPP$,AUT,Austria,2017,2017,14655011.23,,
EXPPPP_CUR,GERD in '000 current PPP$,AUT,Austria,2018,2018,15962535.13,,
EXPPPP_CUR,GERD in '000 current PPP$,AUT,Austria,2019,2019,16846409.79,,
EXPPPP_CUR,GERD in '000 current PPP$,BEL,Belgium,2013,2013,11358644.5,,
EXPPPP_CUR,GERD in '000 current PPP$,BEL,Belgium,2014,2014,11935862.16,,
EXPPPP_CUR,GERD in '000 current PPP$,BEL,Belgium,2015,2015,12651165.81,,
EXPPPP_CUR,GERD in '000 current PPP$,BEL,Belgium,2016,2016,13894268.27,,
EXPPPP_CUR,GERD in '000 current PPP$,BEL,Belgium,2017,2017,15355548.54,,
EXPPPP_CUR,GERD in '000 current PPP$,BEL,Belgium,2018,2018,16513336.43,,
EXPPPP_CUR,GERD in '000 current PPP$,CAN,Canada,2013,2013,26504084.97,,
EXPPPP_CUR,GERD in '000 current PPP$,CAN,Canada,2014,2014,27793536.52,,
EXPPPP_CUR,GERD in '000 current PPP$,CAN,Canada,2015,2015,27005522.42,,
EXPPPP_CUR,GERD in '000 current PPP$,CAN,Canada,2016,2016,29014760.94,,
EXPPPP_CUR,GERD in '000 current PPP$,CAN,Canada,2017,2017,29659610.07,,
EXPPPP_CUR,GERD in '000 current PPP$,CAN,Canada,2018,2018,29003309.56,,
EXPPPP_CUR,GERD in '000 current PPP$,CAN,Canada,2019,2019,29771742.44,,
EXPPPP_CUR,GERD in '000 current PPP$,DNK,Denmark,2013,2013,7793596.222,,
EXPPPP_CUR,GERD in '000 current PPP$,DNK,Denmark,2014,2014,7877687.014,,
EXPPPP_CUR,GERD in '000 current PPP$,DNK,Denmark,2015,2015,8517954.042,,
EXPPPP_CUR,GERD in '000 current PPP$,DNK,Denmark,2016,2016,9207024.517,,
EXPPPP_CUR,GERD in '000 current PPP$,DNK,Denmark,2017,2017,9682644.694,,
EXPPPP_CUR,GERD in '000 current PPP$,DNK,Denmark,2018,2018,10054210.49,,
EXPPPP_CUR,GERD in '000 current PPP$,FRA,France,2013,2013,58353303.11,,
EXPPPP_CUR,GERD in '000 current PPP$,FRA,France,2014,2014,60585661.84,,
EXPPPP_CUR,GERD in '000 current PPP$,FRA,France,2015,2015,61645623.01,,
EXPPPP_CUR,GERD in '000 current PPP$,FRA,France,2016,2016,63644993.16,,
EXPPPP_CUR,GERD in '000 current PPP$,FRA,France,2017,2017,66044914.27,,
EXPPPP_CUR,GERD in '000 current PPP$,FRA,France,2018,2018,68440898.84,,
EXPPPP_CUR,GERD in '000 current PPP$,DEU,Germany,2013,2013,102905465.3,,
EXPPPP_CUR,GERD in '000 current PPP$,DEU,Germany,2014,2014,109562637.8,,
EXPPPP_CUR,GERD in '000 current PPP$,DEU,Germany,2015,2015,114128211,,
EXPPPP_CUR,GERD in '000 current PPP$,DEU,Germany,2016,2016,122459831.7,,
EXPPPP_CUR,GERD in '000 current PPP$,DEU,Germany,2017,2017,134429819.5,,
EXPPPP_CUR,GERD in '000 current PPP$,DEU,Germany,2018,2018,141433504.6,,
EXPPPP_CUR,GERD in '000 current PPP$,GRC,Greece,2013,2013,2321721.058,,
EXPPPP_CUR,GERD in '000 current PPP$,GRC,Greece,2014,2014,2436024.774,,
EXPPPP_CUR,GERD in '000 current PPP$,GRC,Greece,2015,2015,2798161.296,,
EXPPPP_CUR,GERD in '000 current PPP$,GRC,Greece,2016,2016,2980060.784,,
EXPPPP_CUR,GERD in '000 current PPP$,GRC,Greece,2017,2017,3538547.8,,
EXPPPP_CUR,GERD in '000 current PPP$,GRC,Greece,2018,2018,3835586.237,,
EXPPPP_CUR,GERD in '000 current PPP$,HUN,Hungary,2013,2013,3361355.491,,
EXPPPP_CUR,GERD in '000 current PPP$,HUN,Hungary,2014,2014,3408354.43,,
EXPPPP_CUR,GERD in '000 current PPP$,HUN,Hungary,2015,2015,3534537.667,,
EXPPPP_CUR,GERD in '000 current PPP$,HUN,Hungary,2016,2016,3235146.298,,
EXPPPP_CUR,GERD in '000 current PPP$,HUN,Hungary,2017,2017,3849702.554,,
EXPPPP_CUR,GERD in '000 current PPP$,HUN,Hungary,2018,2018,4733514.478,,
EXPPPP_CUR,GERD in '000 current PPP$,ISL,Iceland,2013,2013,243334.2811,,
EXPPPP_CUR,GERD in '000 current PPP$,ISL,Iceland,2014,2014,291561.7995,,
EXPPPP_CUR,GERD in '000 current PPP$,ISL,Iceland,2015,2015,355148.0967,,
EXPPPP_CUR,GERD in '000 current PPP$,ISL,Iceland,2016,2016,378447.9426,,
EXPPPP_CUR,GERD in '000 current PPP$,ISL,Iceland,2017,2017,401551.2173,,
EXPPPP_CUR,GERD in '000 current PPP$,ISL,Iceland,2018,2018,415758.3189,,
EXPPPP_CUR,GERD in '000 current PPP$,IRL,Ireland,2013,2013,3467755.058,,
EXPPPP_CUR,GERD in '000 current PPP$,IRL,Ireland,2014,2014,3622788.114,,
EXPPPP_CUR,GERD in '000 current PPP$,IRL,Ireland,2015,2015,3840109.998,,
EXPPPP_CUR,GERD in '000 current PPP$,IRL,Ireland,2016,2016,3997839.795,,
EXPPPP_CUR,GERD in '000 current PPP$,IRL,Ireland,2018,2018,4713043.522,,
